,index,topic_idx
3620,49274,4
3621,49275,1
3622,49276,5
3623,49277,3
3624,49278,3
3625,49279,5
3626,49280,3
3627,49281,5
3628,49282,5
3629,49283,1
3630,49284,3
3631,49285,0
3632,49286,2
3633,49287,3
3634,49288,6
3635,49289,5
3636,49290,3
3637,49291,3
3638,49292,5
3639,49293,4
3640,49294,3
3641,49295,3
3642,49296,3
3643,49297,1
3644,49298,3
3645,49299,0
3646,49300,2
3647,49301,4
3648,49302,6
3649,49303,5
3650,49304,3
3651,49305,5
3652,49306,1
3653,49307,1
3654,49308,1
3655,49309,0
3656,49310,3
3657,49311,0
3658,49312,4
3659,49313,5
3660,49314,2
3661,49315,2
3662,49316,4
3663,49317,6
3664,49318,1
3665,49319,6
3666,49320,4
3667,49321,6
3668,49322,2
3669,49323,6
3670,49324,5
3671,49325,0
3672,49326,3
3673,49327,5
3674,49328,5
3675,49329,2
3676,49330,2
3677,49331,4
3678,49332,3
3679,49333,6
3680,49334,4
3681,49335,4
3682,49336,4
3683,49337,4
3684,49338,6
3685,49339,2
3686,49340,4
3687,49341,1
3688,49342,4
3689,49343,5
3690,49344,5
3691,49345,6
3692,49346,0
3693,49347,2
3694,49348,2
3695,49349,4
3696,49350,3
3697,49351,3
3698,49352,3
3699,49353,6
3700,49354,2
3701,49355,3
3702,49356,4
3703,49357,5
3704,49358,3
3705,49359,3
3706,49360,5
3707,49361,4
3708,49362,4
3709,49363,0
3710,49364,2
3711,49365,2
3712,49366,0
3713,49367,2
3714,49368,5
3715,49369,0
3716,49370,2
3717,49371,4
3718,49372,5
3719,49373,0
3720,49374,0
3721,49375,2
3722,49376,4
3723,49377,4
3724,49378,4
3725,49379,3
3726,49380,3
3727,49381,3
3728,49382,6
3729,49383,4
3730,49384,5
3731,49385,3
3732,49386,6
3733,49387,6
3734,49388,3
3735,49389,4
3736,49390,1
3737,49391,4
3738,49392,5
3739,49393,4
3740,49394,0
3741,49395,6
3742,49396,3
3743,49397,1
3744,49398,4
3745,49399,0
3746,49400,5
3747,49401,3
3748,49402,5
3749,49403,5
3750,49404,1
3751,49405,5
3752,49406,3
3753,49407,2
3754,49408,1
3755,49409,6
3756,49410,1
3757,49411,6
3758,49412,5
3759,49413,4
3760,49414,0
3761,49415,0
3762,49416,5
3763,49417,1
3764,49418,4
3765,49419,1
3766,49420,6
3767,49421,6
3768,49422,0
3769,49423,4
3770,49424,6
3771,49425,5
3772,49426,5
3773,49427,3
3774,49428,4
3775,49429,0
3776,49430,5
3777,49431,2
3778,49432,4
3779,49433,1
3780,49434,5
3781,49435,5
3782,49436,5
3783,49437,5
3784,49438,3
3785,49439,2
3786,49440,5
3787,49441,4
3788,49442,1
3789,49443,6
3790,49444,6
3791,49445,1
3792,49446,0
3793,49447,5
3794,49448,5
3795,49449,6
3796,49450,3
3797,49451,2
3798,49452,1
3799,49453,4
3800,49454,4
3801,49455,6
3802,49456,6
3803,49457,6
3804,49458,3
3805,49459,6
3806,49460,5
3807,49461,1
3808,49462,6
3809,49463,4
3810,49464,2
3811,49465,2
3812,49466,0
3813,49467,3
3814,49468,5
3815,49469,2
3816,49470,0
3817,49471,4
3818,49472,5
3819,49473,5
3820,49474,1
3821,49475,5
3822,49476,5
3823,49477,3
3824,49478,2
3825,49479,0
3826,49480,4
3827,49481,1
3828,49482,3
3829,49483,5
3830,49484,1
3831,49485,6
3832,49486,4
3833,49487,4
3834,49488,5
3835,49489,6
3836,49490,0
3837,49491,3
3838,49492,5
3839,49493,4
3840,49494,4
3841,49495,0
3842,49496,3
3843,49497,6
3844,49498,6
3845,49499,6
3846,49500,5
3847,49501,1
3848,49502,0
3849,49503,2
3850,49504,5
3851,49505,5
3852,49506,0
3853,49507,2
3854,49508,6
3855,49509,3
3856,49510,4
3857,49511,5
3858,49512,1
3859,49513,3
3860,49514,6
3861,49515,6
3862,49516,3
3863,49517,1
3864,49518,4
3865,49519,4
3866,49520,2
3867,49521,2
3868,49522,1
3869,49523,3
3870,49524,6
3871,49525,6
3872,49526,2
3873,49527,4
3874,49528,4
3875,49529,4
3876,49530,2
3877,49531,3
3878,49532,4
3879,49533,3
3880,49534,6
3881,49535,6
3882,49536,1
3883,49537,6
3884,49538,3
3885,49539,2
3886,49540,5
3887,49541,1
3888,49542,2
3889,49543,5
3890,49544,1
3891,49545,4
3892,49546,3
3893,49547,2
3894,49548,1
3895,49549,1
3896,49550,3
3897,49551,4
3898,49552,3
3899,49553,6
3900,49554,6
3901,49555,4
3902,49556,2
3903,49557,5
3904,49558,0
3905,49559,5
3906,49560,1
3907,49561,2
3908,49562,0
3909,49563,4
3910,49564,2
3911,49565,3
3912,49566,4
3913,49567,4
3914,49568,5
3915,49569,6
3916,49570,3
3917,49571,4
3918,49572,0
3919,49573,1
3920,49574,1
3921,49575,2
3922,49576,1
3923,49577,4
3924,49578,4
3925,49579,3
3926,49580,4
3927,49581,6
3928,49582,1
3929,49583,4
3930,49584,0
3931,49585,6
3932,49586,3
3933,49587,4
3934,49588,5
3935,49589,0
3936,49590,0
3937,49591,0
3938,49592,5
3939,49593,5
3940,49594,2
3941,49595,3
3942,49596,3
3943,49597,3
3944,49598,3
3945,49599,2
3946,49600,1
3947,49601,2
3948,49602,0
3949,49603,4
3950,49604,5
3951,49605,2
3952,49606,5
3953,49607,4
3954,49608,5
3955,49609,0
3956,49610,6
3957,49611,5
3958,49612,1
3959,49613,1
3960,49614,6
3961,49615,4
3962,49616,0
3963,49617,3
3964,49618,3
3965,49619,2
3966,49620,3
3967,49621,2
3968,49622,0
3969,49623,3
3970,49624,5
3971,49625,6
3972,49626,3
3973,49627,4
3974,49628,0
3975,49629,3
3976,49630,0
3977,49631,0
3978,49632,3
3979,49633,3
3980,49634,0
3981,49635,6
3982,49636,4
3983,49637,1
3984,49638,0
3985,49639,1
3986,49640,3
3987,49641,3
3988,49642,3
3989,49643,6
3990,49644,0
3991,49645,4
3992,49646,5
3993,49647,4
3994,49648,4
3995,49649,5
3996,49650,4
3997,49651,5
3998,49652,6
3999,49653,4
4000,49654,5
4001,49655,6
4002,49656,6
4003,49657,6
4004,49658,3
4005,49659,1
4006,49660,6
4007,49661,4
4008,49662,5
4009,49663,5
4010,49664,0
4011,49665,1
4012,49666,5
4013,49667,0
4014,49668,4
4015,49669,5
4016,49670,1
4017,49671,1
4018,49672,5
4019,49673,1
4020,49674,3
4021,49675,1
4022,49676,3
4023,49677,3
4024,49678,1
4025,49679,2
4026,49680,1
4027,49681,4
4028,49682,5
4029,49683,1
4030,49684,1
4031,49685,3
4032,49686,6
4033,49687,5
4034,49688,4
4035,49689,4
4036,49690,4
4037,49691,5
4038,49692,2
4039,49693,2
4040,49694,0
4041,49695,0
4042,49696,6
4043,49697,3
4044,49698,1
4045,49699,3
4046,49700,3
4047,49701,1
4048,49702,0
4049,49703,3
4050,49704,4
4051,49705,0
4052,49706,0
4053,49707,4
4054,49708,2
4055,49709,6
4056,49710,4
4057,49711,1
4058,49712,4
4059,49713,6
4060,49714,3
4061,49715,5
4062,49716,2
4063,49717,1
4064,49718,3
4065,49719,0
4066,49720,5
4067,49721,6
4068,49722,1
4069,49723,2
4070,49724,3
4071,49725,6
4072,49726,2
4073,49727,4
4074,49728,1
4075,49729,4
4076,49730,3
4077,49731,3
4078,49732,1
4079,49733,6
4080,49734,3
4081,49735,3
4082,49736,4
4083,49737,1
4084,49738,3
4085,49739,3
4086,49740,6
4087,49741,1
4088,49742,6
4089,49743,5
4090,49744,1
4091,49745,2
4092,49746,5
4093,49747,4
4094,49748,2
4095,49749,3
4096,49750,4
4097,49751,0
4098,49752,0
4099,49753,3
4100,49754,5
4101,49755,2
4102,49756,6
4103,49757,5
4104,49758,6
4105,49759,5
4106,49760,4
4107,49761,3
4108,49762,3
4109,49763,0
4110,49764,3
4111,49765,0
4112,49766,6
4113,49767,6
4114,49768,4
4115,49769,0
4116,49770,3
4117,49771,1
4118,49772,6
4119,49773,6
4120,49774,1
4121,49775,3
4122,49776,3
4123,49777,1
4124,49778,4
4125,49779,4
4126,49780,2
4127,49781,4
4128,49782,1
4129,49783,0
4130,49784,4
4131,49785,6
4132,49786,4
4133,49787,2
4134,49788,3
4135,49789,1
4136,49790,3
4137,49791,5
4138,49792,1
4139,49793,0
4140,49794,6
4141,49795,5
4142,49796,4
4143,49797,2
4144,49798,2
4145,49799,3
4146,49800,3
4147,49801,2
4148,49802,2
4149,49803,3
4150,49804,3
4151,49805,6
4152,49806,3
4153,49807,6
4154,49808,2
4155,49809,5
4156,49810,0
4157,49811,3
4158,49812,3
4159,49813,3
4160,49814,4
4161,49815,1
4162,49816,4
4163,49817,0
4164,49818,6
4165,49819,5
4166,49820,6
4167,49821,4
4168,49822,5
4169,49823,0
4170,49824,2
4171,49825,4
4172,49826,1
4173,49827,1
4174,49828,4
4175,49829,5
4176,49830,6
4177,49831,1
4178,49832,1
4179,49833,4
4180,49834,1
4181,49835,2
4182,49836,2
4183,49837,0
4184,49838,3
4185,49839,1
4186,49840,4
4187,49841,1
4188,49842,0
4189,49843,2
4190,49844,4
4191,49845,3
4192,49846,4
4193,49847,3
4194,49848,1
4195,49849,0
4196,49850,5
4197,49851,0
4198,49852,5
4199,49853,4
4200,49854,6
4201,49855,3
4202,49856,2
4203,49857,4
4204,49858,6
4205,49859,0
4206,49860,6
4207,49861,4
4208,49862,4
4209,49863,2
4210,49864,1
4211,49865,3
4212,49866,2
4213,49867,2
4214,49868,0
4215,49869,6
4216,49870,6
4217,49871,0
4218,49872,4
4219,49873,4
4220,49874,1
4221,49875,6
4222,49876,5
4223,49877,0
4224,49878,2
4225,49879,4
4226,49880,1
4227,49881,1
4228,49882,0
4229,49883,0
4230,49884,0
4231,49885,2
4232,49886,4
4233,49887,5
4234,49888,0
4235,49889,3
4236,49890,1
4237,49891,2
4238,49892,2
4239,49893,5
4240,49894,6
4241,49895,5
4242,49896,6
4243,49897,4
4244,49898,6
4245,49899,1
4246,49900,3
4247,49901,1
4248,49902,4
4249,49903,4
4250,49904,6
4251,49905,6
4252,49906,3
4253,49907,6
4254,49908,3
4255,49909,1
4256,49910,6
4257,49911,0
4258,49912,6
4259,49913,2
4260,49914,5
4261,49915,5
4262,49916,6
4263,49917,5
4264,49918,5
4265,49919,6
4266,49920,6
4267,49921,0
4268,49922,0
4269,49923,4
4270,49924,3
4271,49925,6
4272,49926,1
4273,49927,6
4274,49928,1
4275,49929,6
4276,49930,0
4277,49931,2
4278,49932,1
4279,49933,4
4280,49934,4
4281,49935,5
4282,49936,2
4283,49937,3
4284,49938,4
4285,49939,3
4286,49940,4
4287,49941,2
4288,49942,2
4289,49943,6
4290,49944,2
4291,49945,1
4292,49946,4
4293,49947,3
4294,49948,3
4295,49949,3
4296,49950,5
4297,49951,0
4298,49952,2
4299,49953,6
4300,49954,6
4301,49955,5
4302,49956,1
4303,49957,3
4304,49958,3
4305,49959,6
4306,49960,6
4307,49961,6
4308,49962,2
4309,49963,2
4310,49964,5
4311,49965,3
4312,49966,4
4313,49967,3
4314,49968,6
4315,49969,1
4316,49970,6
4317,49971,3
4318,49972,1
4319,49973,4
4320,49974,0
4321,49975,2
4322,49976,6
4323,49977,5
4324,49978,4
4325,49979,1
4326,49980,4
4327,49981,2
4328,49982,1
4329,49983,6
4330,49984,3
4331,49985,1
4332,49986,1
4333,49987,0
4334,49988,4
4335,49989,3
4336,49990,5
4337,49991,2
4338,49992,2
4339,49993,4
4340,49994,1
4341,49995,3
4342,49996,4
4343,49997,3
4344,49998,6
4345,49999,6
4346,50000,0
4347,50001,1
4348,50002,2
4349,50003,4
4350,50004,1
4351,50005,6
4352,50006,2
4353,50007,2
4354,50008,5
4355,50009,5
4356,50010,3
4357,50011,0
4358,50012,0
4359,50013,6
4360,50014,1
4361,50015,6
4362,50016,4
4363,50017,1
4364,50018,0
4365,50019,2
4366,50020,0
4367,50021,2
4368,50022,4
4369,50023,1
4370,50024,3
4371,50025,5
4372,50026,0
4373,50027,2
4374,50028,1
4375,50029,5
4376,50030,5
4377,50031,2
4378,50032,5
4379,50033,3
4380,50034,5
4381,50035,4
4382,50036,0
4383,50037,2
4384,50038,4
4385,50039,5
4386,50040,1
4387,50041,5
4388,50042,1
4389,50043,5
4390,50044,5
4391,50045,1
4392,50046,1
4393,50047,1
4394,50048,5
4395,50049,4
4396,50050,4
4397,50051,1
4398,50052,3
4399,50053,2
4400,50054,4
4401,50055,4
4402,50056,4
4403,50057,1
4404,50058,2
4405,50059,2
4406,50060,3
4407,50061,2
4408,50062,5
4409,50063,1
4410,50064,1
4411,50065,6
4412,50066,0
4413,50067,2
4414,50068,4
4415,50069,4
4416,50070,6
4417,50071,3
4418,50072,2
4419,50073,6
4420,50074,0
4421,50075,3
4422,50076,4
4423,50077,5
4424,50078,6
4425,50079,5
4426,50080,3
4427,50081,5
4428,50082,6
4429,50083,0
4430,50084,1
4431,50085,4
4432,50086,1
4433,50087,2
4434,50088,6
4435,50089,3
4436,50090,4
4437,50091,4
4438,50092,1
4439,50093,4
4440,50094,4
4441,50095,0
4442,50096,6
4443,50097,1
4444,50098,1
4445,50099,2
4446,50100,1
4447,50101,6
4448,50102,4
4449,50103,6
4450,50104,3
4451,50105,5
4452,50106,4
4453,50107,3
4454,50108,1
4455,50109,4
4456,50110,4
4457,50111,0
4458,50112,4
4459,50113,3
4460,50114,6
4461,50115,1
4462,50116,5
4463,50117,4
4464,50118,3
4465,50119,2
4466,50120,3
4467,50121,5
4468,50122,2
4469,50123,1
4470,50124,5
4471,50125,5
4472,50126,5
4473,50127,2
4474,50128,0
4475,50129,2
4476,50130,5
4477,50131,2
4478,50132,1
4479,50133,4
4480,50134,6
4481,50135,5
4482,50136,2
4483,50137,6
4484,50138,0
4485,50139,4
4486,50140,4
4487,50141,5
4488,50142,5
4489,50143,5
4490,50144,2
4491,50145,5
4492,50146,5
4493,50147,4
4494,50148,4
4495,50149,6
4496,50150,2
4497,50151,5
4498,50152,6
4499,50153,0
4500,50154,3
4501,50155,0
4502,50156,1
4503,50157,4
4504,50158,2
4505,50159,3
4506,50160,0
4507,50161,5
4508,50162,1
4509,50163,0
4510,50164,6
4511,50165,0
4512,50166,3
4513,50167,4
4514,50168,0
4515,50169,1
4516,50170,1
4517,50171,2
4518,50172,1
4519,50173,1
4520,50174,0
4521,50175,6
4522,50176,0
4523,50177,6
4524,50178,2
4525,50179,5
4526,50180,6
4527,50181,4
4528,50182,5
4529,50183,1
4530,50184,6
4531,50185,5
4532,50186,1
4533,50187,5
4534,50188,2
4535,50189,0
4536,50190,6
4537,50191,2
4538,50192,2
4539,50193,6
4540,50194,1
4541,50195,6
4542,50196,1
4543,50197,1
4544,50198,1
4545,50199,1
4546,50200,3
4547,50201,4
4548,50202,3
4549,50203,1
4550,50204,5
4551,50205,5
4552,50206,1
4553,50207,5
4554,50208,2
4555,50209,2
4556,50210,4
4557,50211,4
4558,50212,2
4559,50213,5
4560,50214,3
4561,50215,3
4562,50216,4
4563,50217,5
4564,50218,6
4565,50219,3
4566,50220,4
4567,50221,2
4568,50222,1
4569,50223,3
4570,50224,3
4571,50225,5
4572,50226,2
4573,50227,5
4574,50228,6
4575,50229,5
4576,50230,1
4577,50231,6
4578,50232,4
4579,50233,6
4580,50234,3
4581,50235,3
4582,50236,6
4583,50237,0
4584,50238,3
4585,50239,6
4586,50240,6
4587,50241,4
4588,50242,4
4589,50243,3
4590,50244,4
4591,50245,1
4592,50246,6
4593,50247,0
4594,50248,4
4595,50249,1
4596,50250,5
4597,50251,4
4598,50252,4
4599,50253,2
4600,50254,1
4601,50255,4
4602,50256,3
4603,50257,5
4604,50258,2
4605,50259,0
4606,50260,4
4607,50261,6
4608,50262,1
4609,50263,0
4610,50264,5
4611,50265,2
4612,50266,5
4613,50267,6
4614,50268,4
4615,50269,5
4616,50270,2
4617,50271,6
4618,50272,0
4619,50273,6
4620,50274,3
4621,50275,0
4622,50276,1
4623,50277,6
4624,50278,5
4625,50279,2
4626,50280,4
4627,50281,1
4628,50282,3
4629,50283,3
4630,50284,2
4631,50285,1
4632,50286,4
4633,50287,6
4634,50288,5
4635,50289,6
4636,50290,4
4637,50291,0
4638,50292,1
4639,50293,6
4640,50294,5
4641,50295,5
4642,50296,1
4643,50297,2
4644,50298,5
4645,50299,6
4646,50300,3
4647,50301,6
4648,50302,5
4649,50303,5
4650,50304,5
4651,50305,1
4652,50306,3
4653,50307,4
4654,50308,5
4655,50309,2
4656,50310,6
4657,50311,2
4658,50312,0
4659,50313,2
4660,50314,0
4661,50315,1
4662,50316,3
4663,50317,0
4664,50318,5
4665,50319,0
4666,50320,1
4667,50321,2
4668,50322,1
4669,50323,6
4670,50324,5
4671,50325,5
4672,50326,2
4673,50327,3
4674,50328,3
4675,50329,1
4676,50330,6
4677,50331,5
4678,50332,5
4679,50333,0
4680,50334,6
4681,50335,5
4682,50336,2
4683,50337,0
4684,50338,3
4685,50339,2
4686,50340,1
4687,50341,3
4688,50342,5
4689,50343,2
4690,50344,5
4691,50345,1
4692,50346,2
4693,50347,4
4694,50348,5
4695,50349,3
4696,50350,4
4697,50351,1
4698,50352,5
4699,50353,6
4700,50354,5
4701,50355,3
4702,50356,5
4703,50357,0
4704,50358,0
4705,50359,1
4706,50360,4
4707,50361,2
4708,50362,5
4709,50363,4
4710,50364,4
4711,50365,2
4712,50366,1
4713,50367,0
4714,50368,1
4715,50369,4
4716,50370,3
4717,50371,2
4718,50372,0
4719,50373,2
4720,50374,4
4721,50375,1
4722,50376,4
4723,50377,0
4724,50378,4
4725,50379,5
4726,50380,4
4727,50381,6
4728,50382,4
4729,50383,4
4730,50384,3
4731,50385,2
4732,50386,6
4733,50387,2
4734,50388,0
4735,50389,4
4736,50390,6
4737,50391,3
4738,50392,4
4739,50393,3
4740,50394,2
4741,50395,6
4742,50396,0
4743,50397,0
4744,50398,4
4745,50399,2
4746,50400,0
4747,50401,4
4748,50402,2
4749,50403,4
4750,50404,3
4751,50405,3
4752,50406,0
4753,50407,6
4754,50408,6
4755,50409,1
4756,50410,3
4757,50411,2
4758,50412,6
4759,50413,1
4760,50414,4
4761,50415,5
4762,50416,2
4763,50417,0
4764,50418,0
4765,50419,6
4766,50420,5
4767,50421,2
4768,50422,5
4769,50423,5
4770,50424,2
4771,50425,6
4772,50426,4
4773,50427,3
4774,50428,4
4775,50429,0
4776,50430,1
4777,50431,1
4778,50432,1
4779,50433,5
4780,50434,5
4781,50435,5
4782,50436,4
4783,50437,2
4784,50438,1
4785,50439,3
4786,50440,4
4787,50441,3
4788,50442,5
4789,50443,0
4790,50444,5
4791,50445,4
4792,50446,0
4793,50447,0
4794,50448,2
4795,50449,3
4796,50450,6
4797,50451,4
4798,50452,3
4799,50453,1
4800,50454,5
4801,50455,3
4802,50456,5
4803,50457,0
4804,50458,4
4805,50459,4
4806,50460,3
4807,50461,6
4808,50462,4
4809,50463,2
4810,50464,5
4811,50465,4
4812,50466,5
4813,50467,0
4814,50468,0
4815,50469,6
4816,50470,4
4817,50471,4
4818,50472,5
4819,50473,2
4820,50474,6
4821,50475,5
4822,50476,4
4823,50477,6
4824,50478,4
4825,50479,5
4826,50480,3
4827,50481,1
4828,50482,4
4829,50483,3
4830,50484,6
4831,50485,3
4832,50486,3
4833,50487,5
4834,50488,0
4835,50489,2
4836,50490,6
4837,50491,1
4838,50492,1
4839,50493,3
4840,50494,3
4841,50495,3
4842,50496,3
4843,50497,4
4844,50498,6
4845,50499,1
4846,50500,0
4847,50501,3
4848,50502,5
4849,50503,4
4850,50504,4
4851,50505,4
4852,50506,2
4853,50507,5
4854,50508,6
4855,50509,3
4856,50510,2
4857,50511,3
4858,50512,3
4859,50513,2
4860,50514,2
4861,50515,4
4862,50516,1
4863,50517,0
4864,50518,4
4865,50519,5
4866,50520,3
4867,50521,6
4868,50522,3
4869,50523,6
4870,50524,0
4871,50525,3
4872,50526,2
4873,50527,3
4874,50528,1
4875,50529,5
4876,50530,5
4877,50531,6
4878,50532,3
4879,50533,2
4880,50534,6
4881,50535,2
4882,50536,1
4883,50537,1
4884,50538,3
4885,50539,4
4886,50540,2
4887,50541,1
4888,50542,3
4889,50543,1
4890,50544,3
4891,50545,5
4892,50546,4
4893,50547,1
4894,50548,3
4895,50549,2
4896,50550,6
4897,50551,4
4898,50552,0
4899,50553,4
4900,50554,5
4901,50555,0
4902,50556,3
4903,50557,4
4904,50558,1
4905,50559,4
4906,50560,5
4907,50561,4
4908,50562,1
4909,50563,6
4910,50564,2
4911,50565,5
4912,50566,4
4913,50567,2
4914,50568,3
4915,50569,5
4916,50570,4
4917,50571,4
4918,50572,0
4919,50573,3
4920,50574,4
4921,50575,5
4922,50576,6
4923,50577,4
4924,50578,5
4925,50579,3
4926,50580,5
4927,50581,0
4928,50582,4
4929,50583,0
4930,50584,6
4931,50585,1
4932,50586,2
4933,50587,5
4934,50588,6
4935,50589,6
4936,50590,5
4937,50591,3
4938,50592,2
4939,50593,5
4940,50594,4
4941,50595,0
4942,50596,2
4943,50597,5
4944,50598,1
4945,50599,0
4946,50600,6
4947,50601,3
4948,50602,4
4949,50603,4
4950,50604,0
4951,50605,3
4952,50606,2
4953,50607,5
4954,50608,3
4955,50609,2
4956,50610,0
4957,50611,5
4958,50612,2
4959,50613,6
4960,50614,4
4961,50615,5
4962,50616,6
4963,50617,2
4964,50618,1
4965,50619,0
4966,50620,2
4967,50621,3
4968,50622,4
4969,50623,6
4970,50624,4
4971,50625,1
4972,50626,5
4973,50627,4
4974,50628,0
4975,50629,0
4976,50630,4
4977,50631,6
4978,50632,4
4979,50633,1
4980,50634,1
4981,50635,4
4982,50636,5
4983,50637,3
4984,50638,0
4985,50639,3
4986,50640,3
4987,50641,0
4988,50642,5
4989,50643,0
4990,50644,1
4991,50645,3
4992,50646,4
4993,50647,1
4994,50648,4
4995,50649,2
4996,50650,6
4997,50651,5
4998,50652,6
4999,50653,5
5000,50654,5
5001,50655,5
5002,50656,2
5003,50657,5
5004,50658,2
5005,50659,4
5006,50660,6
5007,50661,6
5008,50662,2
5009,50663,4
5010,50664,3
5011,50665,4
5012,50666,1
5013,50667,0
5014,50668,2
5015,50669,0
5016,50670,5
5017,50671,2
5018,50672,5
5019,50673,2
5020,50674,2
5021,50675,4
5022,50676,2
5023,50677,5
5024,50678,6
5025,50679,6
5026,50680,4
5027,50681,1
5028,50682,6
5029,50683,4
5030,50684,6
5031,50685,1
5032,50686,6
5033,50687,2
5034,50688,3
5035,50689,5
5036,50690,2
5037,50691,6
5038,50692,6
5039,50693,3
5040,50694,3
5041,50695,2
5042,50696,6
5043,50697,5
5044,50698,3
5045,50699,5
5046,50700,1
5047,50701,5
5048,50702,1
5049,50703,5
5050,50704,5
5051,50705,1
5052,50706,5
5053,50707,2
5054,50708,0
5055,50709,0
5056,50710,5
5057,50711,6
5058,50712,2
5059,50713,3
5060,50714,2
5061,50715,3
5062,50716,1
5063,50717,5
5064,50718,2
5065,50719,4
5066,50720,3
5067,50721,3
5068,50722,6
5069,50723,3
5070,50724,1
5071,50725,2
5072,50726,1
5073,50727,2
5074,50728,3
5075,50729,4
5076,50730,1
5077,50731,5
5078,50732,3
5079,50733,6
5080,50734,4
5081,50735,0
5082,50736,1
5083,50737,5
5084,50738,5
5085,50739,2
5086,50740,1
5087,50741,2
5088,50742,4
5089,50743,5
5090,50744,3
5091,50745,2
5092,50746,2
5093,50747,5
5094,50748,4
5095,50749,6
5096,50750,3
5097,50751,4
5098,50752,2
5099,50753,1
5100,50754,4
5101,50755,2
5102,50756,6
5103,50757,2
5104,50758,4
5105,50759,5
5106,50760,0
5107,50761,1
5108,50762,0
5109,50763,5
5110,50764,4
5111,50765,6
5112,50766,4
5113,50767,1
5114,50768,6
5115,50769,6
5116,50770,6
5117,50771,0
5118,50772,2
5119,50773,1
5120,50774,6
5121,50775,1
5122,50776,4
5123,50777,0
5124,50778,4
5125,50779,5
5126,50780,4
5127,50781,5
5128,50782,5
5129,50783,4
5130,50784,0
5131,50785,4
5132,50786,3
5133,50787,4
5134,50788,0
5135,50789,1
5136,50790,0
5137,50791,2
5138,50792,3
5139,50793,4
5140,50794,3
5141,50795,1
5142,50796,6
5143,50797,4
5144,50798,4
5145,50799,2
5146,50800,0
5147,50801,5
5148,50802,5
5149,50803,6
5150,50804,4
5151,50805,2
5152,50806,0
5153,50807,1
5154,50808,0
5155,50809,6
5156,50810,5
5157,50811,6
5158,50812,2
5159,50813,1
5160,50814,4
5161,50815,6
5162,50816,1
5163,50817,4
5164,50818,6
5165,50819,4
5166,50820,4
5167,50821,0
5168,50822,6
5169,50823,5
5170,50824,3
5171,50825,4
5172,50826,2
5173,50827,0
5174,50828,6
5175,50829,4
5176,50830,4
5177,50831,3
5178,50832,1
5179,50833,1
5180,50834,3
5181,50835,1
5182,50836,5
5183,50837,3
5184,50838,1
5185,50839,1
5186,50840,0
5187,50841,6
5188,50842,3
5189,50843,3
5190,50844,1
5191,50845,6
5192,50846,3
5193,50847,3
5194,50848,6
5195,50849,3
5196,50850,5
5197,50851,4
5198,50852,2
5199,50853,5
5200,50854,6
5201,50855,6
5202,50856,4
5203,50857,0
5204,50858,1
5205,50859,3
5206,50860,2
5207,50861,5
5208,50862,4
5209,50863,0
5210,50864,5
5211,50865,2
5212,50866,6
5213,50867,3
5214,50868,2
5215,50869,3
5216,50870,3
5217,50871,4
5218,50872,3
5219,50873,6
5220,50874,4
5221,50875,3
5222,50876,2
5223,50877,5
5224,50878,4
5225,50879,2
5226,50880,6
5227,50881,0
5228,50882,3
5229,50883,4
5230,50884,3
5231,50885,4
5232,50886,6
5233,50887,0
5234,50888,3
5235,50889,2
5236,50890,6
5237,50891,5
5238,50892,3
5239,50893,4
5240,50894,6
5241,50895,0
5242,50896,0
5243,50897,0
5244,50898,1
5245,50899,5
5246,50900,6
5247,50901,5
5248,50902,1
5249,50903,4
5250,50904,4
5251,50905,4
5252,50906,3
5253,50907,2
5254,50908,6
5255,50909,2
5256,50910,0
5257,50911,5
5258,50912,4
5259,50913,0
5260,50914,1
5261,50915,6
5262,50916,3
5263,50917,0
5264,50918,5
5265,50919,6
5266,50920,5
5267,50921,4
5268,50922,2
5269,50923,0
5270,50924,1
5271,50925,5
5272,50926,2
5273,50927,1
5274,50928,5
5275,50929,5
5276,50930,4
5277,50931,2
5278,50932,4
5279,50933,3
5280,50934,3
5281,50935,0
5282,50936,5
5283,50937,0
5284,50938,3
5285,50939,3
5286,50940,5
5287,50941,6
5288,50942,2
5289,50943,5
5290,50944,2
5291,50945,3
5292,50946,5
5293,50947,5
5294,50948,6
5295,50949,1
5296,50950,3
5297,50951,5
5298,50952,5
5299,50953,3
5300,50954,3
5301,50955,4
5302,50956,3
5303,50957,5
5304,50958,2
5305,50959,5
5306,50960,3
5307,50961,4
5308,50962,3
5309,50963,4
5310,50964,5
5311,50965,6
5312,50966,1
5313,50967,6
5314,50968,2
5315,50969,3
5316,50970,4
5317,50971,3
5318,50972,6
5319,50973,6
5320,50974,1
5321,50975,5
5322,50976,3
5323,50977,4
5324,50978,2
5325,50979,4
5326,50980,3
5327,50981,6
5328,50982,4
5329,50983,0
5330,50984,4
5331,50985,5
5332,50986,0
5333,50987,5
5334,50988,4
5335,50989,2
5336,50990,3
5337,50991,4
5338,50992,5
5339,50993,3
5340,50994,1
5341,50995,0
5342,50996,0
5343,50997,3
5344,50998,2
5345,50999,1
5346,51000,4
5347,51001,3
5348,51002,4
5349,51003,5
5350,51004,5
5351,51005,2
5352,51006,6
5353,51007,2
5354,51008,2
5355,51009,6
5356,51010,5
5357,51011,4
5358,51012,5
5359,51013,0
5360,51014,6
5361,51015,3
5362,51016,2
5363,51017,1
5364,51018,6
5365,51019,0
5366,51020,1
5367,51021,4
